"V1" "V2" "V3" "V4" "V5"
"435" "Mfap4" "Mfap4" 76293 "MFAP4" 4239
"436" "Dcun1d5" "Dcun1d5" 76863 "DCUN1D5" 84259
"437" "Canx" "Canx" 12330 "CANX" 821
"438" "Ccnl2" "Ccnl2" 56036 "CCNL2" 81669
"439" "Calhm2" "Calhm2" 72691 "CALHM2" 51063
"440" "Jag2" "Jag2" 16450 "JAG2" 3714
"441" "Rpgrip1l" "Rpgrip1l" 244585 "RPGRIP1L" 23322
"442" "AA415398" "AA415398" 433752 "FRG2C" 651959
"443" "AA415398" "AA415398" 433752 "FRG2C" 100288801
"444" "Usp33" "Usp33" 170822 "USP33" 23032
"445" "Twistnb" "Twistnb" 28071 "TWISTNB" 221830
"446" "Lpar4" "Lpar4" 78134 "LPAR4" 2846
"447" "Snx18" "Snx18" 170625 "SNX18" 112574
"448" "Pyy" "Pyy" 217212 "PYY" 5697
"449" "Cep97" "Cep97" 74201 "CEP97" 79598
"450" "Chrng" "Chrng" 11449 "CHRNG" 1146
"451" "Tbata" "Tbata" 65971 "TBATA" 219793
"452" "Olfr308" "Olfr308" 258614 "OR6F1" 343169
"453" "Anxa8" "Anxa8" 11752 "ANXA8L2" 244
"454" "Evpl" "Evpl" 14027 "EVPLL" 645027
"455" "Vsig8" "Vsig8" 240916 "VSIG8" 391123
"456" "Dnalc4" "Dnalc4" 54152 "DNAL4" 10126
"457" "Gpr45" "Gpr45" 93690 "GPR45" 11250
"458" "Armc10" "Armc10" 67211 "ARMC10" 83787
"459" "Trim31" "Trim31" 224762 "TRIM31" 11074
"460" "Fars2" "Fars2" 69955 "FARS2" 10667
"461" "Foxred1" "Foxred1" 235169 "FOXRED1" 55572
"462" "Spata21" "Spata21" 329972 "SPATA21" 374955
"463" "Prss56" "Prss56" 69453 "PRSS56" 646960
"464" "Slc44a1" "Slc44a1" 100434 "SLC44A1" 23446
"465" "Zcchc5" "Zcchc5" 213436 "ZCCHC5" 203430
"466" "Exd2" "Exd2" 97827 "EXD2" 55218
"467" "Fgf6" "Fgf6" 14177 "FGF6" 2251
"468" "Foxn1" "Foxn1" 15218 "FOXN1" 8456
"469" "Cysltr1" "Cysltr1" 58861 "CYSLTR1" 10800
"470" "Nlrc4" "Nlrc4" 268973 "NLRC4" 58484
"471" "Ace" "Ace" 11421 "ACE" 1636
"472" "Nup93" "Nup93" 71805 "NUP93" 9688
"473" "Pnp" "Pnp" 18950 "PNP" 4860
"474" "Ppp1cc" "Ppp1cc" 19047 "PPP1CC" 5501
"475" "Mamdc2" "Mamdc2" 71738 "MAMDC2" 256691
"476" "Ccdc91" "Ccdc91" 67015 "CCDC91" 55297
"477" "Capn13" "Capn13" 381122 "CAPN13" 92291
"478" "Ing4" "Ing4" 28019 "ING4" 51147
"479" "Hip1" "Hip1" 215114 "HIP1" 3092
"480" "Grp" "Grp" 225642 "GRP" 2922
"481" "Nags" "Nags" 217214 "NAGS" 162417
"482" "Lcn12" "Lcn12" 77701 "LCN12" 286256
"483" "Uqcc" "Uqcc" 56046 "UQCC" 55245
"484" "Slc25a27" "Slc25a27" 74011 "SLC25A27" 9481
"485" "Ucma" "Ucma" 68527 "UCMA" 221044
"486" "Dlgap4" "Dlgap4" 228836 "DLGAP4" 22839
"487" "Yme1l1" "Yme1l1" 27377 "YME1L1" 10730
"488" "Tsc22d2" "Tsc22d2" 72033 "TSC22D2" 9819
"489" "Stx19" "Stx19" 68159 "STX19" 415117
"490" "Sgpl1" "Sgpl1" 20397 "SGPL1" 8879
"491" "Nmnat3" "Nmnat3" 74080 "NMNAT3" 349565
"492" "Cdkn1b" "Cdkn1b" 12576 "CDKN1B" 1027
"493" "Fhit" "Fhit" 14198 "FHIT" 2272
"494" "Ctbp2" "Ctbp2" 13017 "CTBP2" 1488
"495" "Cdc42se2" "Cdc42se2" 72729 "CDC42SE2" 56990
"496" "Cdc42se2" "LOC101056447" 72729 "CDC42SE2" 56990
"497" "Slc16a6" "Slc16a6" 104681 "SLC16A6" 9120
"498" "Sema3a" "Sema3a" 20346 "SEMA3A" 10371
"499" "Ndufaf7" "Ndufaf7" 73694 "NDUFAF7" 55471
"500" "Procr" "Procr" 19124 "PROCR" 10544
"501" "Lsm1" "Lsm1" 67207 "LSM1" 27257
"502" "Mrps9" "Mrps9" 69527 "MRPS9" 64965
"503" "Chmp3" "Chmp3" 66700 "CHMP3" 51652
"504" "Chmp3" "Chmp3" 66700 "CHMP3" 100526767
"505" "Chmp3" "Chmp3" 66700 "RNF103-CHMP3" 7844
"506" "Chmp3" "Chmp3" 66700 "RNF103-CHMP3" 51652
"507" "Chmp3" "Chmp3" 66700 "RNF103-CHMP3" 100526767
"508" "Vps51" "Vps51" 68505 "VPS51" 738
"509" "Foxa2" "Foxa2" 15376 "FOXA2" 3170
"510" "Cgref1" "Cgref1" 68567 "CGREF1" 10669
"511" "Cox19" "Cox19" 68033 "COX19" 90639
"512" "Cherp" "Cherp" 27967 "CHERP" 10523
"513" "Ier5l" "Ier5l" 72500 "IER5L" 389792
"514" "Hck" "Hck" 15162 "HCK" 3055
"515" "Limk2" "Limk2" 16886 "LIMK2" 3985
"516" "Fam211a" "Fam211a" 192976 "FAM211A" 388341
"517" "Reg3a" "Reg3a" 19694 "REG3A" 5068
"518" "Elovl3" "Elovl3" 12686 "ELOVL3" 83401
"519" "Gdnf" "Gdnf" 14573 "GDNF" 2668
"520" "Nlgn1" "Nlgn1" 192167 "NLGN1" 22871
"521" "Il7r" "Il7r" 16197 "IL7R" 3575
"522" "Myom2" "Myom2" 17930 "MYOM2" 9172
"523" "Ptx3" "Ptx3" 19288 "PTX3" 5806
"524" "Fam124a" "Fam124a" 629059 "FAM124A" 220108
"525" "U2af1l4" "U2af1l4" 233073 "U2AF1L4" 199746
"526" "Reg3g" "Reg3g" 19695 "REG3A" 5068
"527" "Piwil1" "Piwil1" 57749 "PIWIL1" 9271
"528" "Amph" "Amph" 218038 "AMPH" 273
"529" "Fhl2" "Fhl2" 14200 "FHL2" 2274
"530" "Fkbp11" "Fkbp11" 66120 "FKBP11" 51303
"531" "Gfi1b" "Gfi1b" 14582 "GFI1B" 8328
"532" "Bag4" "Bag4" 67384 "BAG4" 9530
"533" "Bsg" "Bsg" 12215 "BSG" 682
"534" "Ndufb10" "Ndufb10" 68342 "NDUFB10" 4716
"535" "Rpp25" "Rpp25" 102614 "RPP25" 54913
"536" "Pdrg1" "Pdrg1" 68559 "PDRG1" 81572
"537" "Ccar1" "Ccar1" 67500 "CCAR1" 55749
"538" "Homer2" "Homer2" 26557 "HOMER2" 9455
"539" "P2ry10" "P2ry10" 78826 "P2RY10" 27334
"540" "Cdkn3" "Cdkn3" 72391 "CDKN3" 1033
"541" "Ephb3" "Ephb3" 13845 "EPHB3" 2049
"542" "Slc2a3" "Slc2a3" 20527 "SLC2A14" 144195
"543" "C5ar1" "C5ar1" 12273 "C5AR1" 728
"544" "Zfp513" "Zfp513" 101023 "ZNF513" 130557
"545" "Morn1" "Morn1" 76866 "MORN1" 79906
"546" "Zzz3" "Zzz3" 108946 "ZZZ3" 26009
"547" "Rnf103" "Rnf103" 22644 "RNF103" 7844
"548" "Taf9b" "Taf9b" 407786 "TAF9B" 51616
"549" "Vipas39" "Vipas39" 104799 "VIPAS39" 63894
"550" "Wdr43" "Wdr43" 72515 "WDR43" 23160
"551" "Nrn1" "Nrn1" 68404 "NRN1" 51299
"552" "1110008F13Rik" "1110008F13Rik" 67388 "TGIF2-C20orf24" 100527943
"553" "Hspb3" "Hspb3" 56534 "HSPB3" 8988
"554" "Nyx" "Nyx" 236690 "NYX" 60506
"555" "Rap2a" "Rap2a" 76108 "RAP2A" 5911
"556" "Sstr4" "Sstr4" 20608 "SSTR4" 6754
"557" "Nipal4" "Nipal4" 214112 "NIPAL4" 348938
"558" "Prickle3" "Prickle3" 54630 "PRICKLE3" 4007
"559" "Adh7" "Adh7" 11529 "ADH7" 131
"560" "Cdk2ap1" "Cdk2ap1" 13445 "CDK2AP1" 8099
"561" "Bhlhe23" "Bhlhe23" 140489 "BHLHE23" 128408
"562" "D6Wsu163e" "D6Wsu163e" 28040 "C12orf4" 57102
"563" "Ell" "Ell" 13716 "ELL" 8178
"564" "Arhgap26" "Arhgap26" 71302 "ARHGAP26" 23092
"565" "Reg1" "Reg1" 19692 "REG1B" 5968
"566" "Reg1" "Reg1" 19692 "REG1A" 5967
"567" "Mrap" "Mrap" 77037 "MRAP" 56246
"568" "Coro7" "Coro7" 78885 "CORO7" 79585
"569" "Krt9" "Krt9" 107656 "KRT9" 3857
"570" "Ythdf1" "Ythdf1" 228994 "YTHDF1" 54915
"571" "Unc119" "Unc119" 22248 "UNC119" 9094
"572" "Tcaim" "Tcaim" 382117 "TCAIM" 285343
"573" "Braf" "Braf" 109880 "BRAF" 673
"574" "Gbf1" "Gbf1" 107338 "GBF1" 8729
"575" "1500015O10Rik" "1500015O10Rik" 78896 "C2orf40" 84417
"576" "Kctd13" "Kctd13" 233877 "KCTD13" 253980
"577" "Cd81" "Cd81" 12520 "CD81" 975
"578" "2810006K23Rik" "2810006K23Rik" 72650 "C12orf65" 91574
"579" "Plxnb1" "Plxnb1" 235611 "PLXNB1" 5364
"580" "Abcc1" "Abcc1" 17250 "ABCC1" 4363
"581" "Gns" "Gns" 75612 "GNS" 2799
"582" "Naca" "Naca" 17938 "NACA2" 342538
"583" "Piwil4" "Piwil4" 330890 "PIWIL4" 143689
"584" "Nufip2" "Nufip2" 68564 "NUFIP2" 57532
"585" "Grid2" "Grid2" 14804 "GRID2" 2895
"586" "Psmd12" "Psmd12" 66997 "PSMD12" 5718
"587" "Ndufv1" "Ndufv1" 17995 "NDUFV1" 4723
"588" "8430410A17Rik" "8430410A17Rik" 232210 "C3orf37" 56941
"589" "Sub1" "Sub1" 20024 "SUB1" 10923
"590" "Rasgrp4" "Rasgrp4" 233046 "RASGRP4" 115727
"591" "Gm12184" "Cdk2ap1" 13445 "CDK2AP1" 8099
"592" "Tfrc" "Tfrc" 22042 "TFRC" 7037
"593" "Nmt1" "Nmt1" 18107 "NMT1" 4836
"594" "Whamm" "Whamm" 434204 "WHAMM" 123720
"595" "Dnajc21" "Dnajc21" 78244 "DNAJC21" 134218
"596" "Supt7l" "Supt7l" 72195 "SUPT7L" 9913
"597" "Ipo5" "Ipo5" 70572 "IPO5" 3843
"598" "Ankfn1" "Ankfn1" 382543 "ANKFN1" 162282
"599" "Urb1" "Urb1" 207932 "URB1" 9875
"600" "Gpr174" "Gpr174" 213439 "GPR174" 84636
"601" "Ttll3" "Ttll3" 101100 "ARPC4-TTLL3" 100526693
"602" "Ttll3" "Ttll3" 101100 "TTLL3" 26140
"603" "Nos3" "Nos3" 18127 "NOS3" 4846
"604" "Lman1" "Lman1" 70361 "LMAN1" 3998
"605" "Aar2" "Aar2" 68295 "AAR2" 25980
"606" "Gcm1" "Gcm1" 14531 "GCM1" 8521
"607" "Ints6" "Ints6" 18130 "INTS6" 26512
"608" "Kbtbd11" "Kbtbd11" 74901 "KBTBD11" 9920
"609" "Fam115c" "Fam115c" 232748 "FAM115C" 285966
"610" "Fam115c" "Fam115c" 232748 "FAM115C" 101060689
"611" "Vars" "Vars" 22321 "VARS" 7407
"612" "Slc15a5" "Slc15a5" 277898 "SLC15A5" 729025
"613" "Igsf9" "Igsf9" 93842 "IGSF9" 57549
"614" "Necap2" "Necap2" 66147 "NECAP2" 55707
"615" "Gdpd1" "Gdpd1" 66569 "GDPD1" 284161
"616" "Tmem196" "Tmem196" 217951 "TMEM196" 256130
"617" "Lpp" "Lpp" 210126 "LPP" 4026
"618" "Lrrtm1" "Lrrtm1" 74342 "LRRTM1" 347730
"619" "Birc7" "Birc7" 329581 "BIRC7" 79444
"620" "Pax1" "Pax1" 18503 "PAX1" 5075
"621" "Aurkaip1" "Aurkaip1" 66077 "AURKAIP1" 54998
"622" "Nup205" "Nup205" 70699 "NUP205" 23165
"623" "Ctsf" "Ctsf" 56464 "CTSF" 8722
"624" "Cmss1" "Cmss1" 66497 "CMSS1" 84319
"625" "Gpr6" "Gpr6" 140741 "GPR6" 2830
"626" "Reg3b" "Reg3b" 18489 "REG3A" 5068
"627" "Strada" "Strada" 72149 "STRADA" 92335
"628" "Olfr309" "Olfr309" 258196 "OR13G1" 441933
"629" "Cnih" "Cnih" 12793 "CNIH" 10175
"630" "Brip1" "Brip1" 237911 "BRIP1" 83990
"631" "Szrd1" "Szrd1" 213491 "SZRD1" 26099
"632" "Chrnd" "Chrnd" 11447 "CHRND" 1144
"633" "Gpr132" "Gpr132" 56696 "GPR132" 29933
"634" "Tigd3" "Tigd3" 332359 "TIGD3" 220359
"635" "Steap1" "Steap1" 70358 "STEAP1" 26872
"636" "Hsd17b6" "Hsd17b6" 27400 "HSD17B6" 8630
"637" "Snrnp200" "Snrnp200" 320632 "SNRNP200" 23020
"638" "Nck2" "Nck2" 17974 "NCK2" 8440
"639" "Abhd10" "Abhd10" 213012 "ABHD10" 55347
"640" "4921511H03Rik" "4921511H03Rik" 70920 "C7orf62" 219557
"641" "Macc1" "Macc1" 238455 "MACC1" 346389
"642" "Lipc" "Lipc" 15450 "LIPC" 3990
"643" "Omg" "Omg" 18377 "OMG" 4974
"644" "Ski" "Ski" 20481 "SKI" 6497
"645" "Efhd1" "Efhd1" 98363 "EFHD1" 80303
"646" "Rer1" "Rer1" 67830 "RER1" 11079
"647" "Trim36" "Trim36" 28105 "TRIM36" 55521
"648" "Papss1" "Papss1" 23971 "PAPSS1" 9061
"649" "Galns" "Galns" 50917 "GALNS" 2588
"650" "Gpr143" "Gpr143" 18241 "GPR143" 4935
"651" "Ldha" "Ldha" 16828 "LDHA" 3939
"652" "Eif4e2" "Eif4e2" 26987 "EIF4E2" 9470
"653" "Slc30a3" "Slc30a3" 22784 "SLC30A3" 7781
"654" "Icam2" "Icam2" 15896 "ICAM2" 3384
"655" "AI837181" "AI837181" 107242 "C11orf68" 83638
"656" "Ceacam9" "Ceacam9" 26368 "PSG9" 5678
"657" "Nnmt" "Nnmt" 18113 "NNMT" 4837
"658" "Reg2" "Reg2" 19693 "REG1B" 5968
"659" "Reg2" "Reg2" 19693 "REG1A" 5967
"660" "Ccdc19" "Ccdc19" 71870 "CCDC19" 25790
"661" "Rbm7" "Rbm7" 67010 "RBM7" 10179
"662" "Nkx2-2" "Nkx2-2" 18088 "NKX2-2" 4821
"663" "Thbd" "Thbd" 21824 "THBD" 7056
"664" "Mmp24" "Mmp24" 17391 "MMP24" 10893
"665" "Rtn2" "Rtn2" 20167 "RTN2" 6253
"666" "Vamp1" "Vamp1" 22317 "VAMP1" 6843
"667" "Plod2" "Plod2" 26432 "PLOD2" 5352
"668" "AI597479" "AI597479" 98404 "C2orf49" 79074
"669" "Wdr31" "Wdr31" 71354 "WDR31" 114987
"670" "Scamp5" "Scamp5" 56807 "SCAMP5" 192683
"671" "Aqp9" "Aqp9" 64008 "AQP9" 366
"672" "Vps9d1" "Vps9d1" 72325 "VPS9D1" 9605
"673" "Krt14" "Krt14" 16664 "KRT14" 3861
"674" "Mxra8" "Mxra8" 74761 "MXRA8" 54587
"675" "Rpl35a" "Rpl35a" 57808 "RPL35A" 6165
"676" "Rpl35a" "Gm11810" 57808 "RPL35A" 6165
"677" "Rpl35a" "Gm10029" 57808 "RPL35A" 6165
"678" "Rpl35a" "Gm10237" 57808 "RPL35A" 6165
"679" "Rpl35a" "Gm14279" 57808 "RPL35A" 6165
"680" "Rpl35a" "LOC100862595" 57808 "RPL35A" 6165
"681" "Zfp180" "Zfp180" 210135 "ZNF180" 7733
"682" "Zfp180" "LOC676710" 210135 "ZNF180" 7733
"683" "Ccm2l" "Ccm2l" 228788 "CCM2L" 140706
"684" "Star" "Star" 20845 "STAR" 6770
"685" "Rmnd5a" "Rmnd5a" 68477 "RMND5A" 64795
"686" "Ica1" "Ica1" 15893 "ICA1" 3382
"687" "Pxdc1" "Pxdc1" 66895 "PXDC1" 221749
"688" "Spata2l" "Spata2l" 78779 "SPATA2L" 124044
"689" "Rpl3l" "Rpl3l" 66211 "RPL3L" 6123
"690" "E230008N13Rik" "E230008N13Rik" 381522 "CCDC180" 100499483
"691" "Abcb4" "Abcb4" 18670 "ABCB4" 5244
"692" "Cplx4" "Cplx4" 225644 "CPLX4" 339302
"693" "Rbp1" "Rbp1" 19659 "RBP1" 5947
"694" "Adh1" "Adh1" 11522 "ADH1C" 126
"695" "Limd1" "Limd1" 29806 "LIMD1" 8994
"696" "Ikbkap" "Ikbkap" 230233 "IKBKAP" 8518
"697" "Lrrk2" "Lrrk2" 66725 "LRRK2" 120892
"698" "Ssbp2" "Ssbp2" 66970 "SSBP2" 23635
"699" "Gm732" "Gm732" 213450 "WASF1" 8936
"700" "Dcakd" "Dcakd" 68087 "DCAKD" 79877
"701" "Ntmt1" "Ntmt1" 66617 "NTMT1" 28989
"702" "Pik3c3" "Pik3c3" 225326 "PIK3C3" 5289
"703" "Tmem232" "Tmem232" 381107 "TMEM232" 642987
"704" "Ppy" "Ppy" 19064 "PPY" 5539
"705" "Lmln" "Lmln" 239833 "LMLN" 89782
"706" "Myl9" "Myl9" 98932 "MYL9" 10398
"707" "Nsun3" "Nsun3" 106338 "NSUN3" 63899
"708" "Psme3" "Psme3" 19192 "PSME3" 10197
"709" "Ankrd6" "Ankrd6" 140577 "ANKRD6" 22881
"710" "Uxs1" "Uxs1" 67883 "UXS1" 80146
"711" "1190002N15Rik" "1190002N15Rik" 68861 "C3orf58" 205428
"712" "Ctnna2" "Ctnna2" 12386 "CTNNA2" 1496
"713" "Pet2" "Pet2" 18630 "DCAF8L1" 139425
"714" "Xkr7" "Xkr7" 228787 "XKR7" 343702
"715" "Coq9" "Coq9" 67914 "COQ9" 57017
"716" "Cdca4" "Cdca4" 71963 "CDCA4" 55038
"717" "Pcdh15" "Pcdh15" 11994 "PCDH15" 65217
"718" "6030458C11Rik" "6030458C11Rik" 77877 "C5orf22" 55322
"719" "Slamf8" "Slamf8" 74748 "SLAMF8" 56833
"720" "Kif9" "Kif9" 16578 "KIF9" 64147
"721" "Babam1" "Babam1" 68251 "BABAM1" 29086
"722" "Fam83c" "Fam83c" 71405 "FAM83C" 128876
"723" "Plcb3" "Plcb3" 18797 "PLCB3" 5331
"724" "Cngb1" "Cngb1" 333329 "CNGB1" 1258
"725" "4930539E08Rik" "4930539E08Rik" 207819 "C6orf222" 389384
"726" "Lrrc34" "Lrrc34" 71827 "LRRC34" 151827
"727" "Zfp709" "Zfp709" 236193 "ZNF878" 729747
"728" "Foxq1" "Foxq1" 15220 "FOXQ1" 94234
"729" "Gm806" "Gm806" 328250 "NUTM2F" 54754
"730" "Gm806" "Gm806" 328250 "NUTM2F" 441457
"731" "Galnt14" "Galnt14" 71685 "GALNT14" 79623
"732" "1700042B14Rik" "1700042B14Rik" 73347 "" 100288814
"733" "Ttc39c" "Ttc39c" 72747 "TTC39C" 125488
"734" "Mbd4" "Mbd4" 17193 "MBD4" 8930
"735" "Padi4" "Padi4" 18602 "PADI4" 23569
"736" "Zfp444" "Zfp444" 72667 "ZNF444" 55311
"737" "Cask" "Cask" 12361 "CASK" 8573
"738" "4930579F01Rik" "4930579F01Rik" 67741 "C4orf17" 84103
"739" "Dbx1" "Dbx1" 13172 "DBX1" 120237
"740" "Pms2" "Pms2" 18861 "PMS2" 5395
"741" "Slc5a7" "Slc5a7" 63993 "SLC5A7" 60482
"742" "Inpp5d" "Inpp5d" 16331 "INPP5D" 3635
"743" "Kcnj12" "Kcnj12" 16515 "KCNJ12" 3768
"744" "Kcnj12" "Kcnj12" 16515 "KCNJ12" 100996843
"745" "Fam154a" "Fam154a" 75811 "FAM154A" 158297
"746" "Pank4" "Pank4" 269614 "PANK4" 55229
"747" "Tmem251" "Tmem251" 320351 "TMEM251" 26175
"748" "Atp1a4" "Atp1a4" 27222 "ATP1A4" 480
"749" "Myl12a" "Myl12a" 67268 "MYL12A" 10627
"750" "Cbln2" "Cbln2" 12405 "CBLN2" 147381
"751" "Fkbp8" "Fkbp8" 14232 "FKBP8" 23770
"752" "Clnk" "Clnk" 27278 "CLNK" 116449
"753" "Myl2" "Myl2" 17906 "MYL2" 4633
"754" "Asb6" "Asb6" 72323 "ASB6" 140459
"755" "Pxmp2" "Pxmp2" 19301 "PXMP2" 5827
"756" "Tfap2b" "Tfap2b" 21419 "TFAP2B" 7021
"757" "Prrx2" "Prrx2" 20204 "PRRX2" 51450
"758" "Serp1" "Serp1" 28146 "SERP1" 27230
"759" "Phyh" "Phyh" 16922 "PHYH" 5264
"760" "Med13" "Med13" 327987 "MED13" 9969
"761" "Nlrp5" "Nlrp5" 23968 "NLRP5" 126206
"762" "Ddn" "Ddn" 13199 "DDN" 23109
"763" "Atad3a" "Atad3a" 108888 "ATAD3C" 219293
"764" "Atad3a" "Atad3a" 108888 "ATAD3B" 83858
"765" "Atad3a" "Atad3a" 108888 "ATAD3A" 55210
"766" "Yipf4" "Yipf4" 67864 "YIPF4" 84272
"767" "Cdh20" "Cdh20" 23836 "CDH20" 28316
"768" "Hectd2" "Hectd2" 226098 "HECTD2" 143279
"769" "E4f1" "E4f1" 13560 "E4F1" 1877
"770" "Gtf2h2" "Gtf2h2" 23894 "GTF2H2C" 728340
"771" "Gtf2h2" "Gtf2h2" 23894 "GTF2H2C" 730394
"772" "4930422G04Rik" "4930422G04Rik" 71643 "C4orf21" 55345
"773" "Fam84a" "Fam84a" 105005 "FAM84A" 151354
"774" "Mad2l1bp" "Mad2l1bp" 66591 "MAD2L1BP" 9587
"775" "Krt17" "Krt17" 16667 "KRT17" 3872
"776" "Cirbp" "Cirbp" 12696 "CIRBP" 1153
"777" "Tango2" "Tango2" 27883 "TANGO2" 128989
"778" "Smarcad1" "Smarcad1" 13990 "SMARCAD1" 56916
"779" "Eva1c" "Eva1c" 70967 "EVA1C" 59271
"780" "Tmem209" "Tmem209" 72649 "TMEM209" 84928
"781" "Birc6" "Birc6" 12211 "BIRC6" 57448
"782" "Tnni3" "Tnni3" 21954 "TNNI3" 7137
"783" "Elovl5" "Elovl5" 68801 "ELOVL5" 60481
"784" "Brca2" "Brca2" 12190 "BRCA2" 675
"785" "Sacm1l" "Sacm1l" 83493 "SACM1L" 22908
"786" "Lrdd" "Lrdd" 57913 "PIDD" 55367
"787" "Socs6" "Socs6" 54607 "SOCS6" 9306
"788" "Rusc2" "Rusc2" 100213 "RUSC2" 9853
"789" "Robo2" "Robo2" 268902 "ROBO2" 6092
"790" "Lrrc3" "Lrrc3" 237387 "LRRC3" 81543
"791" "Ddhd2" "Ddhd2" 72108 "DDHD2" 23259
"792" "Lrriq4" "Lrriq4" 68307 "LRRIQ4" 344657
"793" "Cnnm1" "Cnnm1" 83674 "CNNM1" 26507
"794" "Mrp63" "Mrp63" 67840 "MRP63" 78988
"795" "Syt4" "Syt4" 20983 "SYT4" 6860
"796" "Trim42" "Trim42" 78911 "TRIM42" 287015
"797" "Mrpl4" "Mrpl4" 66163 "MRPL4" 51073
"798" "Sdhb" "Sdhb" 67680 "SDHB" 6390
"799" "Sdhb" "LOC101056348" 67680 "SDHB" 6390
"800" "Ipo4" "Ipo4" 75751 "IPO4" 79711
"801" "Itm2a" "Itm2a" 16431 "ITM2A" 9452
"802" "Vps26a" "Vps26a" 30930 "VPS26A" 9559
"803" "Kcnj9" "Kcnj9" 16524 "KCNJ9" 3765
"804" "Camk2d" "Camk2d" 108058 "CAMK2D" 817
"805" "Mrpl20" "Mrpl20" 66448 "MRPL20" 55052
"806" "Ankrd65" "Ankrd65" 242805 "ANKRD65" 441869
"807" "Uqcrfs1" "Uqcrfs1" 66694 "UQCRFS1" 7386
"808" "Wash" "Wash" 68767 "WASH4P" 100287171
"809" "Cbr3" "Cbr3" 109857 "CBR3" 874
"810" "Lims1" "Lims1" 110829 "LIMS1" 3987
"811" "Eya4" "Eya4" 14051 "EYA4" 2070
"812" "Cklf" "Cklf" 75458 "CKLF" 51192
"813" "Myf6" "Myf6" 17878 "MYF6" 4618
"814" "Slc30a9" "Slc30a9" 109108 "SLC30A9" 10463
"815" "Prkar1a" "Prkar1a" 19084 "PRKAR1A" 5573
"816" "Col25a1" "Col25a1" 77018 "COL25A1" 84570
"817" "Mrps33" "Mrps33" 14548 "MRPS33" 51650
"818" "Trim54" "Trim54" 58522 "TRIM54" 57159
"819" "Lin37" "Lin37" 75660 "LIN37" 55957
"820" "Lep" "Lep" 16846 "LEP" 3952
"821" "Tbl1xr1" "Tbl1xr1" 81004 "TBL1XR1" 79718
"822" "Galnt16" "Galnt16" 108760 "GALNT16" 57452
"823" "Dnaic2" "Dnaic2" 432611 "DNAI2" 64446
"824" "Abcc9" "Abcc9" 20928 "ABCC9" 10060
"825" "Sftpc" "Sftpc" 20389 "SFTPC" 6440
"826" "Trib1" "Trib1" 211770 "TRIB1" 10221
"827" "Il17rb" "Il17rb" 50905 "IL17RB" 55540
"828" "Ppp1r3c" "Ppp1r3c" 53412 "PPP1R3C" 5507
"829" "Card11" "Card11" 108723 "CARD11" 84433
"830" "Kcnj8" "Kcnj8" 16523 "KCNJ8" 3764
"831" "Pbld2" "Pbld2" 67307 "PBLD" 64081
"832" "Dlg2" "Dlg2" 23859 "DLG2" 1740
"833" "Cisd2" "Cisd2" 67006 "CISD2" 493856
"834" "Evi2b" "Evi2b" 216984 "EVI2B" 2124
"835" "Tceb2" "Tceb2" 67673 "TCEB2" 6923
"836" "Cdc27" "Cdc27" 217232 "CDC27" 996
"837" "Fdx1" "Fdx1" 14148 "FDX1" 2230
"838" "Car11" "Car11" 12348 "CA11" 770
"839" "Tspear" "Tspear" 252974 "TSPEAR" 54084
"840" "Pigm" "Pigm" 67556 "PIGM" 93183
"841" "Nog" "Nog" 18121 "NOG" 9241
"842" "Smarcd2" "Smarcd2" 83796 "SMARCD2" 6603
"843" "Kdm3b" "Kdm3b" 277250 "KDM3B" 51780
"844" "Cabyr" "Cabyr" 71132 "CABYR" 26256
"845" "Cgrrf1" "Cgrrf1" 68755 "CGRRF1" 10668
"846" "Slc9b1" "Slc9b1" 74446 "SLC9B1" 150159
"847" "Lrrc4" "Lrrc4" 192198 "LRRC4" 64101
"848" "Hoxb1" "Hoxb1" 15407 "HOXB1" 3211
"849" "Fubp1" "Fubp1" 51886 "FUBP1" 8880
"850" "Suclg1" "Suclg1" 56451 "SUCLG1" 8802
"851" "Lrrc72" "Lrrc72" 71156 "LRRC72" 100506049
"852" "Shox2" "Shox2" 20429 "SHOX2" 6474
"853" "Slc52a2" "Slc52a2" 52710 "SLC52A2" 79581
"854" "Gucd1" "Gucd1" 68778 "GUCD1" 83606
"855" "Tnfrsf14" "Tnfrsf14" 230979 "TNFRSF14" 8764
"856" "Ubr2" "Ubr2" 224826 "UBR2" 23304
"857" "Tex2" "Tex2" 21763 "TEX2" 55852
"858" "R3hdm4" "R3hdm4" 109284 "R3HDM4" 91300
"859" "Tor1b" "Tor1b" 30934 "TOR1B" 27348
"860" "Arid5b" "Arid5b" 71371 "ARID5B" 84159
"861" "Myb" "Myb" 17863 "MYB" 4602
"862" "Nsmce2" "Nsmce2" 68501 "NSMCE2" 286053
"863" "Bmp2k" "Bmp2k" 140780 "BMP2K" 55589
"864" "4921536K21Rik" "4921536K21Rik" 67430 "C5orf52" 100190949
"865" "Mrpl33" "Mrpl33" 66845 "MRPL33" 9553
"866" "Nr0b1" "Nr0b1" 11614 "NR0B1" 190
"867" "Pgam5" "Pgam5" 72542 "PGAM5" 192111
"868" "Cst10" "Cst10" 58214 "CST4" 1472
"869" "Asap2" "Asap2" 211914 "ASAP2" 8853
"870" "Ahsa1" "Ahsa1" 217737 "AHSA1" 10598
"871" "Ubr7" "Ubr7" 66622 "UBR7" 55148
