Table S3a. Phylostraticraphic distribution of human genes (ENSEMBLE),,,
Protein_ID,Gene_ID,Phylostratum,Phylogenetic_Internode
ENSP00000343718,ENSG00000132819,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000319814,ENSG00000124253,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000244062,ENSG00000124227,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000244040,ENSG00000124209,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348395,ENSG00000124222,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000217131,ENSG00000101160,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000217133,ENSG00000101162,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000351351,ENSG00000196074,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000360035,ENSG00000132825,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000244047,ENSG00000124215,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353656,ENSG00000179242,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359910,ENSG00000101182,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359851,ENSG00000101181,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252999,ENSG00000130702,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000290291,ENSG00000060491,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000341640,ENSG00000092758,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000266070,ENSG00000101191,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359376,ENSG00000101194,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000323077,ENSG00000101203,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000359289,ENSG00000101204,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346601,ENSG00000075043,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000217182,ENSG00000101210,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000217185,ENSG00000101213,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000217188,ENSG00000125508,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252889,ENSG00000130589,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000322287,ENSG00000026036,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000352746,ENSG00000101246,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358932,ENSG00000183260,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000358930,ENSG00000101152,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346155,ENSG00000198276,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000266079,ENSG00000101161,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000339432,ENSG00000171703,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000310801,ENSG00000171695,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348999,ENSG00000203880,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000372156,ENSG00000206051,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000318029,ENSG00000181781,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264553,ENSG00000197540,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000251287,ENSG00000099822,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000215591,ENSG00000099821,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000327386,ENSG00000185198,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000372052,ENSG00000179157,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000233997,ENSG00000172232,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000234347,ENSG00000196415,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000263621,ENSG00000197561,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000332139,ENSG00000197766,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000251289,ENSG00000065268,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000234389,ENSG00000116032,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000263094,ENSG00000064687,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000215587,ENSG00000099817,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000346103,ENSG00000167468,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000354733,ENSG00000064932,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000324856,ENSG00000118046,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000215375,ENSG00000099624,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000322887,ENSG00000099622,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000371883,ENSG00000115286,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252288,ENSG00000130005,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000233078,ENSG00000071626,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000233609,ENSG00000115268,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000233607,ENSG00000115266,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000300954,ENSG00000115257,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000311336,ENSG00000130270,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000250974,ENSG00000129968,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000332448,ENSG00000167475,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000255641,ENSG00000133275,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000250896,ENSG00000099875,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000221482,ENSG00000104885,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000328914,ENSG00000183014,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252622,ENSG00000130332,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000325511,ENSG00000005206,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000330264,ENSG00000178297,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000327054,ENSG00000176619,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000325836,ENSG00000176490,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000221566,ENSG00000104969,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000304467,ENSG00000172009,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000321132,ENSG00000172006,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000319053,ENSG00000175691,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353457,ENSG00000104953,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000262953,ENSG00000065717,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000246117,ENSG00000125912,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000292672,ENSG00000161082,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000250937,ENSG00000129932,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000221926,ENSG00000105325,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347583,ENSG00000161091,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000335333,ENSG00000186111,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000313859,ENSG00000007264,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000262961,ENSG00000105278,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000168977,ENSG00000077009,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000301264,ENSG00000167657,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000307940,ENSG00000167658,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000262948,ENSG00000126934,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000337332,ENSG00000077463,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000262970,ENSG00000089847,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000301286,ENSG00000167676,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000302621,ENSG00000171236,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000350583,ENSG00000142002,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000269856,ENSG00000141965,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000221957,ENSG00000105355,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000262952,ENSG00000034063,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347106,ENSG00000105426,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000329276,ENSG00000182225,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252542,ENSG00000130254,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000292123,ENSG00000160633,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000340436,ENSG00000167733,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000353826,ENSG00000196365,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000311977,ENSG00000141994,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000344210,ENSG00000156413,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000305603,ENSG00000171124,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252675,ENSG00000130383,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000222125,ENSG00000105519,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252669,ENSG00000130377,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000301452,ENSG00000167769,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000245816,ENSG00000125656,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264071,ENSG00000104833,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000245907,ENSG00000125730,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000320117,ENSG00000125733,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370814,ENSG00000174837,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252840,ENSG00000130544,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000303830,ENSG00000171105,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000221249,ENSG00000032444,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000351137,ENSG00000076924,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264072,ENSG00000104921,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000315477,ENSG00000090659,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000316228,ENSG00000104938,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000270530,ENSG00000142459,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000330326,ENSG00000183248,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370604,ENSG00000205677,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000306524,ENSG00000171017,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000314228,ENSG00000076984,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000270538,ENSG00000104980,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264073,ENSG00000066044,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000270509,ENSG00000142449,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000352814,ENSG00000186994,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000333547,ENSG00000185236,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000325376,ENSG00000099783,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000255612,ENSG00000133246,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000316674,ENSG00000181786,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000301475,ENSG00000167785,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000333016,ENSG00000181143,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000247970,ENSG00000127445,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264828,ENSG00000080573,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000171214,ENSG00000080511,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000335650,ENSG00000167798,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000253108,ENSG00000130811,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000352516,ENSG00000130816,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000253099,ENSG00000105364,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000370134,ENSG00000167807,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000373580,ENSG00000161847,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000264818,ENSG00000105397,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000222005,ENSG00000105401,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000171111,ENSG00000079999,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000337056,ENSG00000129355,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000325690,ENSG00000142453,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000350720,ENSG00000127616,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000252444,ENSG00000130164,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347276,ENSG00000197256,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000222120,ENSG00000105514,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000348757,ENSG00000198003,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000352162,ENSG00000196361,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000218758,ENSG00000102575,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000339841,ENSG00000187999,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369774,ENSG00000197054,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000339767,ENSG00000197647,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347910,ENSG00000197857,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000347247,ENSG00000196826,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369737,ENSG00000178464,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000221363,ENSG00000104774,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000242796,ENSG00000123154,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000210060,ENSG00000095059,1,Life before LCA of Cellular_organisms - Cellular organisms
ENSP00000369696,ENSG00000132004,1,Life before LCA of Cellular_organisms - Cellular organisms
